11/10/2020 07:00,Claimant Count Change,HIGH,GBP
11/10/2020 07:00,ILO Unemployment Rate (3M),HIGH,GBP
11/10/2020 07:00,Average Earnings Including Bonus (3Mo/Yr),MEDIUM,GBP
11/10/2020 07:00,Average Earnings Excluding Bonus (3Mo/Yr),MEDIUM,GBP
11/10/2020 10:00,ZEW Survey – Economic Sentiment,MEDIUM,EUR
11/10/2020 10:00,ZEW Survey – Current Situation,MEDIUM,EUR
11/10/2020 10:00,ZEW Survey – Economic Sentiment,MEDIUM,EUR
11/10/2020 20:00,REINZ House Price Index (MoM),MEDIUM,NZD
11/10/2020 23:30,Westpac Consumer Confidence,MEDIUM,AUD
11/11/2020 01:00,RBNZ Rate Statement,HIGH,NZD
11/11/2020 01:00,RBNZ Interest Rate Decision,HIGH,NZD
11/11/2020 01:00,Monetary Policy Statement ,HIGH,NZD
11/11/2020 02:00,RBNZ Press Conference,HIGH,NZD
11/11/2020 07:00,Manufacturing Production (MoM),MEDIUM,GBP
11/11/2020 07:00,Industrial Production (MoM),MEDIUM,GBP
11/11/2020 07:00,Gross Domestic Product (MoM),MEDIUM,GBP
11/11/2020 09:30,Manufacturing Production (YoY),MEDIUM,GBP
11/11/2020 11:00,NIESR GDP Estimate (3M),MEDIUM,GBP
11/12/2020 00:00,Consumer Inflation Expectations,MEDIUM,AUD
11/12/2020 07:00,Gross Domestic Product (YoY),MEDIUM,GBP
11/12/2020 07:00,Gross Domestic Product (QoQ),HIGH,GBP
11/12/2020 07:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
11/12/2020 09:00,Economic Bulletin,MEDIUM,EUR
11/12/2020 10:00,Industrial Production s.a. (MoM),MEDIUM,EUR
11/12/2020 13:30,Consumer Price Index Core s.a,MEDIUM,USD
11/12/2020 13:30,Continuing Jobless Claims,MEDIUM,USD
11/12/2020 13:30,Consumer Price Index (MoM),MEDIUM,USD
11/12/2020 13:30,Initial Jobless Claims,MEDIUM,USD
11/12/2020 13:30,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
11/12/2020 13:30,Initial Jobless Claims 4-week average,MEDIUM,USD
11/12/2020 13:30,Consumer Price Index (YoY),MEDIUM,USD
11/12/2020 13:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
11/12/2020 19:00,Monthly Budget Statement,MEDIUM,USD
11/12/2020 21:30,Business NZ PMI,MEDIUM,NZD
11/13/2020 07:00:00,EcoFin Meeting,MEDIUM,EUR
11/13/2020 10:00:00,Gross Domestic Product s.a. (QoQ),HIGH,EUR
11/13/2020 10:00:00,Gross Domestic Product s.a. (YoY),HIGH,EUR
11/13/2020 13:30:00,Producer Price Index ex Food & Energy (YoY),MEDIUM,USD
11/13/2020 15:00:00,Michigan Consumer Sentiment Index,HIGH,USD
11/15/2020 23:50:00,Gross Domestic Product Annualized,MEDIUM,JPY
11/15/2020 23:50:00,Gross Domestic Product (QoQ),HIGH,JPY
11/16/2020 04:30:00,Industrial Production (YoY),MEDIUM,JPY
11/16/2020 09:00:00,EU Financial Stability Review,MEDIUM,EUR
11/17/2020 00:30:00,RBA Meeting Minutes,HIGH,AUD
11/17/2020 13:30:00,Retail Sales ex Autos (MoM),MEDIUM,USD
11/17/2020 13:30:00,Retail Sales Control Group,HIGH,USD
11/17/2020 13:30:00,Retail Sales (MoM),HIGH,USD
11/17/2020 14:15:00,Industrial Production (MoM),MEDIUM,USD
11/17/2020 15:20:00,GDT Price Index,MEDIUM,NZD
11/17/2020 23:30:00,Westpac Leading Index (MoM),MEDIUM,AUD
11/17/2020 23:50:00,Merchandise Trade Balance Total,MEDIUM,JPY
11/17/2020 23:50:00,Imports (YoY),MEDIUM,JPY
11/17/2020 23:50:00,Exports (YoY),MEDIUM,JPY
11/18/2020 00:00:00,HIA New Home Sales (MoM),MEDIUM,AUD
11/18/2020 00:30:00,Wage Price Index (QoQ),MEDIUM,AUD
11/18/2020 07:00:00,Consumer Price Index (MoM),MEDIUM,GBP
11/18/2020 07:00:00,Retail Price Index (YoY),MEDIUM,GBP
11/18/2020 07:00:00,PPI Core Output (YoY) n.s.a ,MEDIUM,GBP
11/18/2020 07:00:00,Consumer Price Index (YoY),HIGH,GBP
11/18/2020 07:00:00,Core Consumer Price Index (YoY),MEDIUM,GBP
11/18/2020 07:00:00,Retail Price Index (MoM),MEDIUM,GBP
11/18/2020 10:00:00,Consumer Price Index (MoM),MEDIUM,EUR
11/18/2020 10:00:00,Consumer Price Index - Core (YoY),MEDIUM,EUR
11/18/2020 10:00:00,Consumer Price Index - Core (MoM),MEDIUM,EUR
11/18/2020 12:30:00,BoC Consumer Price Index Core (YoY),HIGH,CAD
11/18/2020 12:30:00,BoC Consumer Price Index Core (MoM),MEDIUM,CAD
11/18/2020 12:30:00,Consumer Price Index (YoY),MEDIUM,CAD
11/18/2020 12:30:00,Consumer Price Index - Core (MoM),MEDIUM,CAD
11/18/2020 13:30:00,Building Permits (MoM),MEDIUM,USD
11/18/2020 13:30:00,Housing Starts (MoM),MEDIUM,USD
11/18/2020 13:30:00,Consumer Price Index (MoM),MEDIUM,CAD
11/19/2020 00:30:00,Fulltime Employment,MEDIUM,AUD
11/19/2020 00:30:00,Employment Change s.a.,HIGH,AUD
11/19/2020 00:30:00,Unemployment Rate s.a.,HIGH,AUD
11/19/2020 07:00:00,Retail Sales ex-Fuel (MoM),MEDIUM,GBP
11/19/2020 07:00:00,Retail Sales ex-Fuel (YoY),MEDIUM,GBP
11/19/2020 07:00:00,Retail Sales (YoY),MEDIUM,GBP
11/19/2020 07:00:00,Retail Sales (MoM),MEDIUM,GBP
11/19/2020 07:30:00,Industrial Production (YoY),MEDIUM,CHF
11/19/2020 08:00:00,IFO – Expectations,MEDIUM,EUR
11/19/2020 09:00:00,IFO – Business Climate,MEDIUM,EUR
11/19/2020 09:00:00,IFO – Current Assessment,MEDIUM,EUR
11/19/2020 13:30:00,Continuing Jobless Claims,MEDIUM,USD
11/19/2020 13:30:00,Philadelphia Fed Manufacturing Survey,MEDIUM,USD
11/19/2020 13:30:00,Initial Jobless Claims,MEDIUM,USD
11/19/2020 13:30:00,Initial Jobless Claims 4-week average,MEDIUM,USD
11/19/2020 15:00:00,Existing Home Sales (MoM),MEDIUM,USD
11/19/2020 23:30:00,"National CPI ex Food, Energy (YoY)",MEDIUM,JPY
11/19/2020 23:30:00,National CPI ex-Fresh Food (YoY),MEDIUM,JPY
11/19/2020 23:30:00,National Consumer Price Index (YoY),MEDIUM,JPY
11/20/2020 00:00:00,New Zealand General Election,HIGH,NZD
11/20/2020 00:00:00,G20 Meeting,MEDIUM,EUR
11/20/2020 00:30:00,Retail Sales s.a. (MoM),HIGH,AUD
11/20/2020 07:00:00,Producer Price Index (MoM),MEDIUM,EUR
11/20/2020 08:00:00,Gfk Consumer Confidence Survey,MEDIUM,EUR
11/20/2020 13:30:00,Retail Sales ex Autos (MoM),MEDIUM,CAD
11/20/2020 13:30:00,Retail Sales (MoM),HIGH,CAD
11/20/2020 15:00:00,Consumer Confidence,MEDIUM,EUR
11/21/2020 00:00:00,G20 Meeting,MEDIUM,EUR
11/22/2020 21:45:00,Retail Sales ex Autos (QoQ),MEDIUM,NZD
11/22/2020 21:45:00,Retail Sales (QoQ),HIGH,NZD
11/22/2020 22:00:00,Commonwealth Bank Services PMI,MEDIUM,AUD
11/22/2020 22:00:00,Commonwealth Bank Manufacturing PMI,MEDIUM,AUD
11/23/2020 08:15:00,Markit Manufacturing PMI,MEDIUM,EUR
11/23/2020 08:15:00,Markit Services PMI,MEDIUM,EUR
11/23/2020 08:15:00,Markit PMI Composite,MEDIUM,EUR
11/23/2020 08:30:00,Markit Manufacturing PMI,HIGH,EUR
11/23/2020 08:30:00,Markit Services PMI,MEDIUM,EUR
11/23/2020 08:30:00,Markit PMI Composite,HIGH,EUR
11/23/2020 09:00:00,Markit Manufacturing PMI,MEDIUM,EUR
11/23/2020 09:00:00,Markit Services PMI,MEDIUM,EUR
11/23/2020 09:00:00,Markit PMI Composite,HIGH,EUR
11/23/2020 09:00:00,ZEW Survey – Expectations,MEDIUM,CHF
11/23/2020 09:30:00,Markit Manufacturing PMI,MEDIUM,GBP
11/23/2020 09:30:00,Markit Services PMI,HIGH,GBP
11/23/2020 13:30:00,Chicago Fed National Activity Index ,MEDIUM,USD
11/23/2020 14:45:00,Markit Manufacturing PMI,MEDIUM,USD
11/23/2020 14:45:00,Markit Services PMI,MEDIUM,USD
11/23/2020 14:45:00,Markit PMI Composite,MEDIUM,USD
11/23/2020 15:25:00,Autumn Forecast Statement,MEDIUM,GBP
11/24/2020 00:30:00,Imports (MoM),MEDIUM,AUD
11/24/2020 00:30:00,Exports (MoM),MEDIUM,AUD
11/24/2020 00:30:00,Trade Balance (MoM),HIGH,AUD
11/24/2020 07:00:00,Gross Domestic Product w.d.a (YoY),MEDIUM,EUR
11/24/2020 07:00:00,Gross Domestic Product (QoQ),MEDIUM,EUR
11/24/2020 07:00:00,Gross Domestic Product (YoY),MEDIUM,EUR
11/24/2020 14:00:00,Housing Price Index (MoM),MEDIUM,USD
11/24/2020 14:00:00,S&P/Case-Shiller Home Price Indices (YoY),MEDIUM,USD
11/24/2020 15:00:00,Consumer Confidence,MEDIUM,USD
11/25/2020 12:00:00,Budget Report,MEDIUM,GBP
11/25/2020 13:30:00,Durable Goods Orders ex Transportation,MEDIUM,USD
11/25/2020 13:30:00,Core Personal Consumption Expenditures (QoQ),MEDIUM,USD
11/25/2020 13:30:00,Core Personal Consumption Expenditure - Price Index (MoM),MEDIUM,USD
11/25/2020 13:30:00,Durable Goods Orders ex Defense,MEDIUM,USD
11/25/2020 13:30:00,Personal Income (MoM),MEDIUM,USD
11/25/2020 13:30:00,Continuing Jobless Claims,MEDIUM,USD
11/25/2020 13:30:00,Gross Domestic Product Price Index,MEDIUM,USD
11/25/2020 13:30:00,Personal Consumption Expenditures Prices (QoQ),MEDIUM,USD
11/25/2020 13:30:00,Durable Goods Orders,HIGH,USD
11/25/2020 13:30:00,Initial Jobless Claims,MEDIUM,USD
11/25/2020 13:30:00,Nondefense Capital Goods Orders ex Aircraft,HIGH,USD
11/25/2020 13:30:00,Personal Spending,MEDIUM,USD
11/25/2020 13:30:00,Initial Jobless Claims 4-week average,MEDIUM,USD
11/25/2020 13:30:00,Gross Domestic Product Annualized,HIGH,USD
11/25/2020 13:30:00,Core Personal Consumption Expenditure - Price Index (YoY),MEDIUM,USD
11/25/2020 15:00:00,New Home Sales (MoM),MEDIUM,USD
11/25/2020 20:00:00,RBNZ Financial Stability Report,MEDIUM,NZD
11/25/2020 21:45:00,Trade Balance (YoY),MEDIUM,NZD
11/25/2020 21:45:00,Exports,MEDIUM,NZD
11/25/2020 21:45:00,Imports,MEDIUM,NZD
11/26/2020 05:00:00,Leading Economic Index,MEDIUM,JPY
11/26/2020 21:00:00,ANZ – Roy Morgan Consumer Confidence,MEDIUM,NZD
11/26/2020 23:30:00,Tokyo CPI ex Fresh Food (YoY),MEDIUM,JPY
11/26/2020 23:30:00,Tokyo Consumer Price Index (YoY),MEDIUM,JPY
11/26/2020 23:30:00,"Tokyo CPI ex Food, Energy (YoY)",MEDIUM,JPY
11/27/2020 00:01:00,GfK Consumer Confidence,MEDIUM,GBP
11/27/2020 10:00:00,Consumer Confidence,MEDIUM,EUR
11/27/2020 10:00:00,Business Climate,MEDIUM,EUR
11/27/2020 15:00:00,Michigan Consumer Sentiment Index,MEDIUM,USD
11/29/2020 23:50:00,Retail Trade s.a (MoM),MEDIUM,JPY
11/29/2020 23:50:00,Retail Trade (YoY),MEDIUM,JPY
11/29/2020 23:50:00,Industrial Production (YoY),MEDIUM,JPY
11/29/2020 23:50:00,Large Retailer Sales,MEDIUM,JPY
11/30/2020 00:00:00,Eurogroup Meeting,MEDIUM,EUR
11/30/2020 00:00:00,TD Securities Inflation (YoY),MEDIUM,AUD
11/30/2020 00:00:00,TD Securities Inflation (MoM),MEDIUM,AUD
11/30/2020 07:30:00,Real Retail Sales (YoY),MEDIUM,CHF
11/30/2020 08:00:00,KOF Leading Indicator,MEDIUM,CHF
11/30/2020 13:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
11/30/2020 13:30:00,Current Account,MEDIUM,CAD
11/30/2020 14:45:00,Chicago Purchasing Managers' Index,MEDIUM,USD
11/30/2020 15:00:00,Pending Home Sales (MoM),MEDIUM,USD
11/30/2020 21:30:00,AiG Performance of Mfg Index,MEDIUM,AUD
